mouse,Region ID,mpi,side,parent,daughter,treatment,sex,marker,% pathology pSYN
420,484682512,9,left,scwm,scwm,mPFF,f,pSyn,0.012673425
421,484682512,9,left,scwm,scwm,mPFF,f,pSyn,0.002073914
422,484682512,6,left,scwm,scwm,AD PHF/mPFF,f,pSyn,0.000237181
423,484682512,6,left,scwm,scwm,mPFF,f,pSyn,0.004186862
424,484682512,6,left,scwm,scwm,mPFF,f,pSyn,0.004038329
401,834,4,left,SCs,SCzo,AD PHF/mPFF,f,pSyn,3.83E-05
402,834,4,left,SCs,SCzo,AD PHF/mPFF,f,pSyn,0.000976819
403,834,4,left,SCs,SCzo,AD PHF/mPFF,f,pSyn,0.000308357
404,834,4,left,SCs,SCzo,AD PHF/mPFF,f,pSyn,0.00023479
405,834,9,left,SCs,SCzo,AD PHF/mPFF,f,pSyn,5.14E-05
406,834,9,left,SCs,SCzo,AD PHF/mPFF,f,pSyn,0
407,834,9,left,SCs,SCzo,AD PHF/mPFF,f,pSyn,0.000138466
408,834,9,left,SCs,SCzo,AD PHF/mPFF,f,pSyn,0
410,834,6,left,SCs,SCzo,AD PHF/mPFF,f,pSyn,0
411,834,6,left,SCs,SCzo,AD PHF/mPFF,f,pSyn,0
412,834,6,left,SCs,SCzo,mPFF,f,pSyn,0.0002508
413,834,4,left,SCs,SCzo,mPFF,f,pSyn,0.002441444
414,834,4,left,SCs,SCzo,mPFF,f,pSyn,0.000849554
415,834,4,left,SCs,SCzo,mPFF,f,pSyn,0.000993471
416,834,4,left,SCs,SCzo,mPFF,f,pSyn,0.001025941
417,834,9,left,SCs,SCzo,mPFF,f,pSyn,0.000283407
419,834,9,left,SCs,SCzo,mPFF,f,pSyn,0
420,834,9,left,SCs,SCzo,mPFF,f,pSyn,0.000533811
421,834,9,left,SCs,SCzo,mPFF,f,pSyn,0
422,834,6,left,SCs,SCzo,AD PHF/mPFF,f,pSyn,0
423,834,6,left,SCs,SCzo,mPFF,f,pSyn,0
424,834,6,left,SCs,SCzo,mPFF,f,pSyn,0.00016787
412,310,6,left,SF,SF,mPFF,f,pSyn,0
413,310,4,left,SF,SF,mPFF,f,pSyn,0
415,310,4,left,SF,SF,mPFF,f,pSyn,0
422,310,6,left,SF,SF,AD PHF/mPFF,f,pSyn,0
401,325,4,left,SGN,SGN,AD PHF/mPFF,f,pSyn,0
402,325,4,left,SGN,SGN,AD PHF/mPFF,f,pSyn,0
403,325,4,left,SGN,SGN,AD PHF/mPFF,f,pSyn,0
404,325,4,left,SGN,SGN,AD PHF/mPFF,f,pSyn,0.000555664
405,325,9,left,SGN,SGN,AD PHF/mPFF,f,pSyn,0
406,325,9,left,SGN,SGN,AD PHF/mPFF,f,pSyn,0
407,325,9,left,SGN,SGN,AD PHF/mPFF,f,pSyn,0
408,325,9,left,SGN,SGN,AD PHF/mPFF,f,pSyn,0
410,325,6,left,SGN,SGN,AD PHF/mPFF,f,pSyn,0
411,325,6,left,SGN,SGN,AD PHF/mPFF,f,pSyn,0
412,325,6,left,SGN,SGN,mPFF,f,pSyn,0
413,325,4,left,SGN,SGN,mPFF,f,pSyn,0
414,325,4,left,SGN,SGN,mPFF,f,pSyn,0
415,325,4,left,SGN,SGN,mPFF,f,pSyn,0
416,325,4,left,SGN,SGN,mPFF,f,pSyn,0
417,325,9,left,SGN,SGN,mPFF,f,pSyn,0.000653467
419,325,9,left,SGN,SGN,mPFF,f,pSyn,0
420,325,9,left,SGN,SGN,mPFF,f,pSyn,0
421,325,9,left,SGN,SGN,mPFF,f,pSyn,0
422,325,6,left,SGN,SGN,AD PHF/mPFF,f,pSyn,0
423,325,6,left,SGN,SGN,mPFF,f,pSyn,0
424,325,6,left,SGN,SGN,mPFF,f,pSyn,0.001395339
402,333,4,left,SH,SH,AD PHF/mPFF,f,pSyn,0
407,333,9,left,SH,SH,AD PHF/mPFF,f,pSyn,0
408,333,9,left,SH,SH,AD PHF/mPFF,f,pSyn,0
414,333,4,left,SH,SH,mPFF,f,pSyn,0.031239739
416,333,4,left,SH,SH,mPFF,f,pSyn,0.003970686
419,333,9,left,SH,SH,mPFF,f,pSyn,0
420,333,9,left,SH,SH,mPFF,f,pSyn,0
424,333,6,left,SH,SH,mPFF,f,pSyn,0
401,342,4,left,SI,SI,AD PHF/mPFF,f,pSyn,0.000293728
402,342,4,left,SI,SI,AD PHF/mPFF,f,pSyn,0.000182894
403,342,4,left,SI,SI,AD PHF/mPFF,f,pSyn,0.000273649
404,342,4,left,SI,SI,AD PHF/mPFF,f,pSyn,0.000167081
405,342,9,left,SI,SI,AD PHF/mPFF,f,pSyn,0
406,342,9,left,SI,SI,AD PHF/mPFF,f,pSyn,0.000538361
407,342,9,left,SI,SI,AD PHF/mPFF,f,pSyn,0.002934686
408,342,9,left,SI,SI,AD PHF/mPFF,f,pSyn,0.002042581
410,342,6,left,SI,SI,AD PHF/mPFF,f,pSyn,0.000173097
411,342,6,left,SI,SI,AD PHF/mPFF,f,pSyn,0.003815757
412,342,6,left,SI,SI,mPFF,f,pSyn,0.000729522
413,342,4,left,SI,SI,mPFF,f,pSyn,0
414,342,4,left,SI,SI,mPFF,f,pSyn,0.00011223
415,342,4,left,SI,SI,mPFF,f,pSyn,0.004427418
416,342,4,left,SI,SI,mPFF,f,pSyn,0
417,342,9,left,SI,SI,mPFF,f,pSyn,0.001657941
419,342,9,left,SI,SI,mPFF,f,pSyn,0.000203272
420,342,9,left,SI,SI,mPFF,f,pSyn,0.000281997
421,342,9,left,SI,SI,mPFF,f,pSyn,0.000157469
422,342,6,left,SI,SI,AD PHF/mPFF,f,pSyn,0
423,342,6,left,SI,SI,mPFF,f,pSyn,0
424,342,6,left,SI,SI,mPFF,f,pSyn,0.01197285
401,802,4,left,sm,sm,AD PHF/mPFF,f,pSyn,0.010934083
402,802,4,left,sm,sm,AD PHF/mPFF,f,pSyn,0
403,802,4,left,sm,sm,AD PHF/mPFF,f,pSyn,0
404,802,4,left,sm,sm,AD PHF/mPFF,f,pSyn,0
405,802,9,left,sm,sm,AD PHF/mPFF,f,pSyn,0
406,802,9,left,sm,sm,AD PHF/mPFF,f,pSyn,0
407,802,9,left,sm,sm,AD PHF/mPFF,f,pSyn,0
408,802,9,left,sm,sm,AD PHF/mPFF,f,pSyn,0
410,802,6,left,sm,sm,AD PHF/mPFF,f,pSyn,0
411,802,6,left,sm,sm,AD PHF/mPFF,f,pSyn,0.002477039
412,802,6,left,sm,sm,mPFF,f,pSyn,0
413,802,4,left,sm,sm,mPFF,f,pSyn,0.007338638
414,802,4,left,sm,sm,mPFF,f,pSyn,0
415,802,4,left,sm,sm,mPFF,f,pSyn,0
416,802,4,left,sm,sm,mPFF,f,pSyn,0
417,802,9,left,sm,sm,mPFF,f,pSyn,0.003213567
419,802,9,left,sm,sm,mPFF,f,pSyn,0
420,802,9,left,sm,sm,mPFF,f,pSyn,0.012493184
421,802,9,left,sm,sm,mPFF,f,pSyn,0
422,802,6,left,sm,sm,AD PHF/mPFF,f,pSyn,0
423,802,6,left,sm,sm,mPFF,f,pSyn,0.048069199
424,802,6,left,sm,sm,mPFF,f,pSyn,0
401,366,4,left,SMT,SMT,AD PHF/mPFF,f,pSyn,0
402,366,4,left,SMT,SMT,AD PHF/mPFF,f,pSyn,0
404,366,4,left,SMT,SMT,AD PHF/mPFF,f,pSyn,0
405,366,9,left,SMT,SMT,AD PHF/mPFF,f,pSyn,0
406,366,9,left,SMT,SMT,AD PHF/mPFF,f,pSyn,0.000473916
407,366,9,left,SMT,SMT,AD PHF/mPFF,f,pSyn,0
408,366,9,left,SMT,SMT,AD PHF/mPFF,f,pSyn,0
410,366,6,left,SMT,SMT,AD PHF/mPFF,f,pSyn,0
411,366,6,left,SMT,SMT,AD PHF/mPFF,f,pSyn,0
412,366,6,left,SMT,SMT,mPFF,f,pSyn,0.000366756
413,366,4,left,SMT,SMT,mPFF,f,pSyn,0
414,366,4,left,SMT,SMT,mPFF,f,pSyn,0.000823084
415,366,4,left,SMT,SMT,mPFF,f,pSyn,0
416,366,4,left,SMT,SMT,mPFF,f,pSyn,0
417,366,9,left,SMT,SMT,mPFF,f,pSyn,0.006201779
419,366,9,left,SMT,SMT,mPFF,f,pSyn,0
420,366,9,left,SMT,SMT,mPFF,f,pSyn,0.010718343
421,366,9,left,SMT,SMT,mPFF,f,pSyn,0.001671602
422,366,6,left,SMT,SMT,AD PHF/mPFF,f,pSyn,0
424,366,6,left,SMT,SMT,mPFF,f,pSyn,0
401,374,4,left,MBsta,SNc,AD PHF/mPFF,f,pSyn,0
402,374,4,left,MBsta,SNc,AD PHF/mPFF,f,pSyn,0
403,374,4,left,MBsta,SNc,AD PHF/mPFF,f,pSyn,0.000369399
404,374,4,left,MBsta,SNc,AD PHF/mPFF,f,pSyn,0.002773157
405,374,9,left,MBsta,SNc,AD PHF/mPFF,f,pSyn,0.000581872
406,374,9,left,MBsta,SNc,AD PHF/mPFF,f,pSyn,0
407,374,9,left,MBsta,SNc,AD PHF/mPFF,f,pSyn,0
408,374,9,left,MBsta,SNc,AD PHF/mPFF,f,pSyn,0
410,374,6,left,MBsta,SNc,AD PHF/mPFF,f,pSyn,0
411,374,6,left,MBsta,SNc,AD PHF/mPFF,f,pSyn,0
412,374,6,left,MBsta,SNc,mPFF,f,pSyn,0.005229881
413,374,4,left,MBsta,SNc,mPFF,f,pSyn,0
414,374,4,left,MBsta,SNc,mPFF,f,pSyn,0.000432643
415,374,4,left,MBsta,SNc,mPFF,f,pSyn,0.000394914
416,374,4,left,MBsta,SNc,mPFF,f,pSyn,0.000639475
417,374,9,left,MBsta,SNc,mPFF,f,pSyn,0.001481817
419,374,9,left,MBsta,SNc,mPFF,f,pSyn,0
420,374,9,left,MBsta,SNc,mPFF,f,pSyn,0.002128007
421,374,9,left,MBsta,SNc,mPFF,f,pSyn,0.001313882
422,374,6,left,MBsta,SNc,AD PHF/mPFF,f,pSyn,0
423,374,6,left,MBsta,SNc,mPFF,f,pSyn,0.000497994
424,374,6,left,MBsta,SNc,mPFF,f,pSyn,0.000750632
401,381,4,left,MBmot,SNr,AD PHF/mPFF,f,pSyn,0.000377368
402,381,4,left,MBmot,SNr,AD PHF/mPFF,f,pSyn,0.000356256
403,381,4,left,MBmot,SNr,AD PHF/mPFF,f,pSyn,0.00079959
404,381,4,left,MBmot,SNr,AD PHF/mPFF,f,pSyn,0.000150196
405,381,9,left,MBmot,SNr,AD PHF/mPFF,f,pSyn,0.000367066
406,381,9,left,MBmot,SNr,AD PHF/mPFF,f,pSyn,0.000153998
407,381,9,left,MBmot,SNr,AD PHF/mPFF,f,pSyn,0.000119525
408,381,9,left,MBmot,SNr,AD PHF/mPFF,f,pSyn,0.000312435
410,381,6,left,MBmot,SNr,AD PHF/mPFF,f,pSyn,0.000725192
411,381,6,left,MBmot,SNr,AD PHF/mPFF,f,pSyn,0.000179174
412,381,6,left,MBmot,SNr,mPFF,f,pSyn,9.98E-05
413,381,4,left,MBmot,SNr,mPFF,f,pSyn,0.000194951
414,381,4,left,MBmot,SNr,mPFF,f,pSyn,0.00032753
415,381,4,left,MBmot,SNr,mPFF,f,pSyn,0.001242836
416,381,4,left,MBmot,SNr,mPFF,f,pSyn,0.000976668
417,381,9,left,MBmot,SNr,mPFF,f,pSyn,8.24E-05
419,381,9,left,MBmot,SNr,mPFF,f,pSyn,0
420,381,9,left,MBmot,SNr,mPFF,f,pSyn,8.02E-05
421,381,9,left,MBmot,SNr,mPFF,f,pSyn,0
422,381,6,left,MBmot,SNr,AD PHF/mPFF,f,pSyn,9.43E-05
423,381,6,left,MBmot,SNr,mPFF,f,pSyn,0.000446152
424,381,6,left,MBmot,SNr,mPFF,f,pSyn,0.001330531
401,390,4,left,SO,SO,AD PHF/mPFF,f,pSyn,0.005845316
402,390,4,left,SO,SO,AD PHF/mPFF,f,pSyn,0
403,390,4,left,SO,SO,AD PHF/mPFF,f,pSyn,0
404,390,4,left,SO,SO,AD PHF/mPFF,f,pSyn,0
407,390,9,left,SO,SO,AD PHF/mPFF,f,pSyn,0
415,390,4,left,SO,SO,mPFF,f,pSyn,0
417,390,9,left,SO,SO,mPFF,f,pSyn,0
419,390,9,left,SO,SO,mPFF,f,pSyn,0
401,422,4,left,SPF,SPFp,AD PHF/mPFF,f,pSyn,0
402,422,4,left,SPF,SPFp,AD PHF/mPFF,f,pSyn,0
404,422,4,left,SPF,SPFp,AD PHF/mPFF,f,pSyn,0
405,422,9,left,SPF,SPFp,AD PHF/mPFF,f,pSyn,0
406,422,9,left,SPF,SPFp,AD PHF/mPFF,f,pSyn,0
407,422,9,left,SPF,SPFp,AD PHF/mPFF,f,pSyn,0.000803059
408,422,9,left,SPF,SPFp,AD PHF/mPFF,f,pSyn,0
411,422,6,left,SPF,SPFp,AD PHF/mPFF,f,pSyn,0
412,422,6,left,SPF,SPFp,mPFF,f,pSyn,0
414,422,4,left,SPF,SPFp,mPFF,f,pSyn,0
415,422,4,left,SPF,SPFp,mPFF,f,pSyn,0
416,422,4,left,SPF,SPFp,mPFF,f,pSyn,0
417,422,9,left,SPF,SPFp,mPFF,f,pSyn,0
421,422,9,left,SPF,SPFp,mPFF,f,pSyn,0
423,422,6,left,SPF,SPFp,mPFF,f,pSyn,0
401,981,4,left,SSp-bfd,SSp-bfd1,AD PHF/mPFF,f,pSyn,0.001059027
402,981,4,left,SSp-bfd,SSp-bfd1,AD PHF/mPFF,f,pSyn,0
403,981,4,left,SSp-bfd,SSp-bfd1,AD PHF/mPFF,f,pSyn,0.00020577
404,981,4,left,SSp-bfd,SSp-bfd1,AD PHF/mPFF,f,pSyn,0.00126127
405,981,9,left,SSp-bfd,SSp-bfd1,AD PHF/mPFF,f,pSyn,0.005562566
406,981,9,left,SSp-bfd,SSp-bfd1,AD PHF/mPFF,f,pSyn,0.000184177
407,981,9,left,SSp-bfd,SSp-bfd1,AD PHF/mPFF,f,pSyn,0.001421739
408,981,9,left,SSp-bfd,SSp-bfd1,AD PHF/mPFF,f,pSyn,0.000344114
410,981,6,left,SSp-bfd,SSp-bfd1,AD PHF/mPFF,f,pSyn,0.000218803
411,981,6,left,SSp-bfd,SSp-bfd1,AD PHF/mPFF,f,pSyn,0.000686482
412,981,6,left,SSp-bfd,SSp-bfd1,mPFF,f,pSyn,0.014849626
413,981,4,left,SSp-bfd,SSp-bfd1,mPFF,f,pSyn,0.010640328
414,981,4,left,SSp-bfd,SSp-bfd1,mPFF,f,pSyn,0.003594823
415,981,4,left,SSp-bfd,SSp-bfd1,mPFF,f,pSyn,0.008084788
416,981,4,left,SSp-bfd,SSp-bfd1,mPFF,f,pSyn,0.034230307
417,981,9,left,SSp-bfd,SSp-bfd1,mPFF,f,pSyn,0.001233936
419,981,9,left,SSp-bfd,SSp-bfd1,mPFF,f,pSyn,0.031573937
420,981,9,left,SSp-bfd,SSp-bfd1,mPFF,f,pSyn,0.012173792
421,981,9,left,SSp-bfd,SSp-bfd1,mPFF,f,pSyn,0.000724321
422,981,6,left,SSp-bfd,SSp-bfd1,AD PHF/mPFF,f,pSyn,4.40E-05
423,981,6,left,SSp-bfd,SSp-bfd1,mPFF,f,pSyn,0.01162926
424,981,6,left,SSp-bfd,SSp-bfd1,mPFF,f,pSyn,0.009237638
401,201,4,left,SSp-bfd,SSp-bfd2/3,AD PHF/mPFF,f,pSyn,0.001059027
402,201,4,left,SSp-bfd,SSp-bfd2/3,AD PHF/mPFF,f,pSyn,0
403,201,4,left,SSp-bfd,SSp-bfd2/3,AD PHF/mPFF,f,pSyn,0.00020577
404,201,4,left,SSp-bfd,SSp-bfd2/3,AD PHF/mPFF,f,pSyn,0.00126127
405,201,9,left,SSp-bfd,SSp-bfd2/3,AD PHF/mPFF,f,pSyn,0.005562566
406,201,9,left,SSp-bfd,SSp-bfd2/3,AD PHF/mPFF,f,pSyn,0.000184177
407,201,9,left,SSp-bfd,SSp-bfd2/3,AD PHF/mPFF,f,pSyn,0.001421739
408,201,9,left,SSp-bfd,SSp-bfd2/3,AD PHF/mPFF,f,pSyn,0.000344114
410,201,6,left,SSp-bfd,SSp-bfd2/3,AD PHF/mPFF,f,pSyn,0.000218803
411,201,6,left,SSp-bfd,SSp-bfd2/3,AD PHF/mPFF,f,pSyn,0.000686482
412,201,6,left,SSp-bfd,SSp-bfd2/3,mPFF,f,pSyn,0.014849626
413,201,4,left,SSp-bfd,SSp-bfd2/3,mPFF,f,pSyn,0.010640328
414,201,4,left,SSp-bfd,SSp-bfd2/3,mPFF,f,pSyn,0.003594823
415,201,4,left,SSp-bfd,SSp-bfd2/3,mPFF,f,pSyn,0.008084788
416,201,4,left,SSp-bfd,SSp-bfd2/3,mPFF,f,pSyn,0.034230307
417,201,9,left,SSp-bfd,SSp-bfd2/3,mPFF,f,pSyn,0.001233936
419,201,9,left,SSp-bfd,SSp-bfd2/3,mPFF,f,pSyn,0.031573937
420,201,9,left,SSp-bfd,SSp-bfd2/3,mPFF,f,pSyn,0.012173792
421,201,9,left,SSp-bfd,SSp-bfd2/3,mPFF,f,pSyn,0.000724321
422,201,6,left,SSp-bfd,SSp-bfd2/3,AD PHF/mPFF,f,pSyn,4.40E-05
423,201,6,left,SSp-bfd,SSp-bfd2/3,mPFF,f,pSyn,0.01162926
424,201,6,left,SSp-bfd,SSp-bfd2/3,mPFF,f,pSyn,0.009237638
401,1047,4,left,SSp-bfd,SSp-bfd4,AD PHF/mPFF,f,pSyn,0.001059027
402,1047,4,left,SSp-bfd,SSp-bfd4,AD PHF/mPFF,f,pSyn,0
403,1047,4,left,SSp-bfd,SSp-bfd4,AD PHF/mPFF,f,pSyn,0.00020577
404,1047,4,left,SSp-bfd,SSp-bfd4,AD PHF/mPFF,f,pSyn,0.00126127
405,1047,9,left,SSp-bfd,SSp-bfd4,AD PHF/mPFF,f,pSyn,0.005562566
406,1047,9,left,SSp-bfd,SSp-bfd4,AD PHF/mPFF,f,pSyn,0.000184177
407,1047,9,left,SSp-bfd,SSp-bfd4,AD PHF/mPFF,f,pSyn,0.001421739
408,1047,9,left,SSp-bfd,SSp-bfd4,AD PHF/mPFF,f,pSyn,0.000344114
410,1047,6,left,SSp-bfd,SSp-bfd4,AD PHF/mPFF,f,pSyn,0.000218803
411,1047,6,left,SSp-bfd,SSp-bfd4,AD PHF/mPFF,f,pSyn,0.000686482
412,1047,6,left,SSp-bfd,SSp-bfd4,mPFF,f,pSyn,0.014849626
413,1047,4,left,SSp-bfd,SSp-bfd4,mPFF,f,pSyn,0.010640328
414,1047,4,left,SSp-bfd,SSp-bfd4,mPFF,f,pSyn,0.003594823
415,1047,4,left,SSp-bfd,SSp-bfd4,mPFF,f,pSyn,0.008084788
416,1047,4,left,SSp-bfd,SSp-bfd4,mPFF,f,pSyn,0.034230307
417,1047,9,left,SSp-bfd,SSp-bfd4,mPFF,f,pSyn,0.001233936
419,1047,9,left,SSp-bfd,SSp-bfd4,mPFF,f,pSyn,0.031573937
420,1047,9,left,SSp-bfd,SSp-bfd4,mPFF,f,pSyn,0.012173792
421,1047,9,left,SSp-bfd,SSp-bfd4,mPFF,f,pSyn,0.000724321
422,1047,6,left,SSp-bfd,SSp-bfd4,AD PHF/mPFF,f,pSyn,4.40E-05
423,1047,6,left,SSp-bfd,SSp-bfd4,mPFF,f,pSyn,0.01162926
424,1047,6,left,SSp-bfd,SSp-bfd4,mPFF,f,pSyn,0.009237638
401,1070,4,left,SSp-bfd,SSp-bfd5,AD PHF/mPFF,f,pSyn,0.001059027
402,1070,4,left,SSp-bfd,SSp-bfd5,AD PHF/mPFF,f,pSyn,0
403,1070,4,left,SSp-bfd,SSp-bfd5,AD PHF/mPFF,f,pSyn,0.00020577
404,1070,4,left,SSp-bfd,SSp-bfd5,AD PHF/mPFF,f,pSyn,0.00126127
405,1070,9,left,SSp-bfd,SSp-bfd5,AD PHF/mPFF,f,pSyn,0.005562566
406,1070,9,left,SSp-bfd,SSp-bfd5,AD PHF/mPFF,f,pSyn,0.000184177
407,1070,9,left,SSp-bfd,SSp-bfd5,AD PHF/mPFF,f,pSyn,0.001421739
408,1070,9,left,SSp-bfd,SSp-bfd5,AD PHF/mPFF,f,pSyn,0.000344114
410,1070,6,left,SSp-bfd,SSp-bfd5,AD PHF/mPFF,f,pSyn,0.000218803
411,1070,6,left,SSp-bfd,SSp-bfd5,AD PHF/mPFF,f,pSyn,0.000686482
412,1070,6,left,SSp-bfd,SSp-bfd5,mPFF,f,pSyn,0.014849626
413,1070,4,left,SSp-bfd,SSp-bfd5,mPFF,f,pSyn,0.010640328
414,1070,4,left,SSp-bfd,SSp-bfd5,mPFF,f,pSyn,0.003594823
415,1070,4,left,SSp-bfd,SSp-bfd5,mPFF,f,pSyn,0.008084788
416,1070,4,left,SSp-bfd,SSp-bfd5,mPFF,f,pSyn,0.034230307
417,1070,9,left,SSp-bfd,SSp-bfd5,mPFF,f,pSyn,0.001233936
419,1070,9,left,SSp-bfd,SSp-bfd5,mPFF,f,pSyn,0.031573937
420,1070,9,left,SSp-bfd,SSp-bfd5,mPFF,f,pSyn,0.012173792
421,1070,9,left,SSp-bfd,SSp-bfd5,mPFF,f,pSyn,0.000724321
422,1070,6,left,SSp-bfd,SSp-bfd5,AD PHF/mPFF,f,pSyn,4.40E-05
423,1070,6,left,SSp-bfd,SSp-bfd5,mPFF,f,pSyn,0.01162926
424,1070,6,left,SSp-bfd,SSp-bfd5,mPFF,f,pSyn,0.009237638
401,1038,4,left,SSp-bfd,SSp-bfd6a,AD PHF/mPFF,f,pSyn,0.001059027
402,1038,4,left,SSp-bfd,SSp-bfd6a,AD PHF/mPFF,f,pSyn,0
403,1038,4,left,SSp-bfd,SSp-bfd6a,AD PHF/mPFF,f,pSyn,0.00020577
404,1038,4,left,SSp-bfd,SSp-bfd6a,AD PHF/mPFF,f,pSyn,0.00126127
405,1038,9,left,SSp-bfd,SSp-bfd6a,AD PHF/mPFF,f,pSyn,0.005562566
406,1038,9,left,SSp-bfd,SSp-bfd6a,AD PHF/mPFF,f,pSyn,0.000184177
407,1038,9,left,SSp-bfd,SSp-bfd6a,AD PHF/mPFF,f,pSyn,0.001421739
408,1038,9,left,SSp-bfd,SSp-bfd6a,AD PHF/mPFF,f,pSyn,0.000344114
410,1038,6,left,SSp-bfd,SSp-bfd6a,AD PHF/mPFF,f,pSyn,0.000218803
411,1038,6,left,SSp-bfd,SSp-bfd6a,AD PHF/mPFF,f,pSyn,0.000686482
412,1038,6,left,SSp-bfd,SSp-bfd6a,mPFF,f,pSyn,0.014849626
413,1038,4,left,SSp-bfd,SSp-bfd6a,mPFF,f,pSyn,0.010640328
414,1038,4,left,SSp-bfd,SSp-bfd6a,mPFF,f,pSyn,0.003594823
415,1038,4,left,SSp-bfd,SSp-bfd6a,mPFF,f,pSyn,0.008084788
416,1038,4,left,SSp-bfd,SSp-bfd6a,mPFF,f,pSyn,0.034230307
417,1038,9,left,SSp-bfd,SSp-bfd6a,mPFF,f,pSyn,0.001233936
419,1038,9,left,SSp-bfd,SSp-bfd6a,mPFF,f,pSyn,0.031573937
420,1038,9,left,SSp-bfd,SSp-bfd6a,mPFF,f,pSyn,0.012173792
421,1038,9,left,SSp-bfd,SSp-bfd6a,mPFF,f,pSyn,0.000724321
422,1038,6,left,SSp-bfd,SSp-bfd6a,AD PHF/mPFF,f,pSyn,4.40E-05
423,1038,6,left,SSp-bfd,SSp-bfd6a,mPFF,f,pSyn,0.01162926
424,1038,6,left,SSp-bfd,SSp-bfd6a,mPFF,f,pSyn,0.009237638
401,1062,4,left,SSp-bfd,SSp-bfd6b,AD PHF/mPFF,f,pSyn,0.001059027
402,1062,4,left,SSp-bfd,SSp-bfd6b,AD PHF/mPFF,f,pSyn,0
403,1062,4,left,SSp-bfd,SSp-bfd6b,AD PHF/mPFF,f,pSyn,0.00020577
404,1062,4,left,SSp-bfd,SSp-bfd6b,AD PHF/mPFF,f,pSyn,0.00126127
405,1062,9,left,SSp-bfd,SSp-bfd6b,AD PHF/mPFF,f,pSyn,0.005562566
406,1062,9,left,SSp-bfd,SSp-bfd6b,AD PHF/mPFF,f,pSyn,0.000184177
407,1062,9,left,SSp-bfd,SSp-bfd6b,AD PHF/mPFF,f,pSyn,0.001421739
408,1062,9,left,SSp-bfd,SSp-bfd6b,AD PHF/mPFF,f,pSyn,0.000344114
410,1062,6,left,SSp-bfd,SSp-bfd6b,AD PHF/mPFF,f,pSyn,0.000218803
411,1062,6,left,SSp-bfd,SSp-bfd6b,AD PHF/mPFF,f,pSyn,0.000686482
412,1062,6,left,SSp-bfd,SSp-bfd6b,mPFF,f,pSyn,0.014849626
413,1062,4,left,SSp-bfd,SSp-bfd6b,mPFF,f,pSyn,0.010640328
414,1062,4,left,SSp-bfd,SSp-bfd6b,mPFF,f,pSyn,0.003594823
415,1062,4,left,SSp-bfd,SSp-bfd6b,mPFF,f,pSyn,0.008084788
416,1062,4,left,SSp-bfd,SSp-bfd6b,mPFF,f,pSyn,0.034230307
417,1062,9,left,SSp-bfd,SSp-bfd6b,mPFF,f,pSyn,0.001233936
419,1062,9,left,SSp-bfd,SSp-bfd6b,mPFF,f,pSyn,0.031573937
420,1062,9,left,SSp-bfd,SSp-bfd6b,mPFF,f,pSyn,0.012173792
421,1062,9,left,SSp-bfd,SSp-bfd6b,mPFF,f,pSyn,0.000724321
422,1062,6,left,SSp-bfd,SSp-bfd6b,AD PHF/mPFF,f,pSyn,4.40E-05
423,1062,6,left,SSp-bfd,SSp-bfd6b,mPFF,f,pSyn,0.01162926
424,1062,6,left,SSp-bfd,SSp-bfd6b,mPFF,f,pSyn,0.009237638
405,1030,9,left,SSp-ll,SSp-ll1,AD PHF/mPFF,f,pSyn,0
406,1030,9,left,SSp-ll,SSp-ll1,AD PHF/mPFF,f,pSyn,0.003640815
408,1030,9,left,SSp-ll,SSp-ll1,AD PHF/mPFF,f,pSyn,0.000437329
410,1030,6,left,SSp-ll,SSp-ll1,AD PHF/mPFF,f,pSyn,0
411,1030,6,left,SSp-ll,SSp-ll1,AD PHF/mPFF,f,pSyn,0
412,1030,6,left,SSp-ll,SSp-ll1,mPFF,f,pSyn,0.046963058
413,1030,4,left,SSp-ll,SSp-ll1,mPFF,f,pSyn,0.01157911
415,1030,4,left,SSp-ll,SSp-ll1,mPFF,f,pSyn,0.004668483
417,1030,9,left,SSp-ll,SSp-ll1,mPFF,f,pSyn,0
421,1030,9,left,SSp-ll,SSp-ll1,mPFF,f,pSyn,0
422,1030,6,left,SSp-ll,SSp-ll1,AD PHF/mPFF,f,pSyn,0.001308307
423,1030,6,left,SSp-ll,SSp-ll1,mPFF,f,pSyn,0.014154786
402,113,4,left,SSp-ll,SSp-ll2/3,AD PHF/mPFF,f,pSyn,0
405,113,9,left,SSp-ll,SSp-ll2/3,AD PHF/mPFF,f,pSyn,0
406,113,9,left,SSp-ll,SSp-ll2/3,AD PHF/mPFF,f,pSyn,0.003640815
408,113,9,left,SSp-ll,SSp-ll2/3,AD PHF/mPFF,f,pSyn,0.000437329
410,113,6,left,SSp-ll,SSp-ll2/3,AD PHF/mPFF,f,pSyn,0
411,113,6,left,SSp-ll,SSp-ll2/3,AD PHF/mPFF,f,pSyn,0
412,113,6,left,SSp-ll,SSp-ll2/3,mPFF,f,pSyn,0.046963058
413,113,4,left,SSp-ll,SSp-ll2/3,mPFF,f,pSyn,0.01157911
415,113,4,left,SSp-ll,SSp-ll2/3,mPFF,f,pSyn,0.004668483
420,113,9,left,SSp-ll,SSp-ll2/3,mPFF,f,pSyn,0.001582889
423,113,6,left,SSp-ll,SSp-ll2/3,mPFF,f,pSyn,0.014154786
402,1094,4,left,SSp-ll,SSp-ll4,AD PHF/mPFF,f,pSyn,0
